segment_id,length,tortuosity,root_dist,strahler_index,radius_mean,radius_min,radius_max,volume
129,162.9455197370055,1.0400136328693381,16047.218136733172,1,25.064800262451172,10.0,70.25920104980469,751445.8201285073
130,179.78794798100955,1.0851490361129386,16082.998692543528,1,25.0,10.0,30.0,420373.86518219963
131,88.03731053374798,1.0215109182652746,15036.31076844853,1,11.993649959564209,10.0,17.974599838256836,42891.578088215705
132,124.3404820221996,0.9999999791142761,15312.7809117811,2,59.78500175476074,39.8484001159668,79.72160339355469,1447951.6511773155
133,123.76058948666162,1.159746978024657,15437.1213938033,1,22.710899988810223,10.0,39.8484001159668,283314.6154203033
134,213.82715973966208,1.0799110155590312,14373.360168647028,1,25.19782543182373,10.0,50.79130172729492,831872.5595580473
135,112.29011450087944,1.0566711950419658,14418.827066953609,1,19.166674613952637,10.0,46.66669845581055,199120.39930637475
136,2479.325289411847,1.0269588146656399,33168.913634458186,4,55.296484897011204,46.56850051879883,62.111000061035156,24353918.446904477
137,114.39049313653618,1.067160969303396,14455.00613390492,1,17.071074962615967,10.0,30.0,140222.93233315257
138,310.0737671422252,1.0097208906014428,35648.23892387003,4,55.11886723836263,50.0,62.111000061035156,2813917.1603711564
139,99.57901111198348,1.000000011068777,35958.31269101225,4,53.245601654052734,53.245601654052734,53.245601654052734,886921.4421810935
140,218.304356537386,1.1336078565323342,15077.57417417686,1,31.139575004577637,10.0,49.83689880371094,785104.2199960207
141,150.93227400632276,1.0941619434504983,15065.473086739426,1,22.77400016784668,10.0,44.527400970458984,320766.67928865436
142,1010.4690432851327,1.0091328538240207,36057.89170212424,4,53.584772382463726,50.0,62.111000061035156,9398849.060714107
143,109.44271909999159,1.0531130406307734,15028.299339473195,1,19.142149925231934,10.0,30.0,120777.57284136108
144,139.49382989376326,1.0514742920380056,14215.421984962051,1,27.169899940490723,10.0,62.111000061035156,516804.93176549824
145,870.7258180164463,1.0231449384836264,37068.360745409365,4,52.45330047607422,46.56850051879883,62.111000061035156,7850078.064629916
146,149.66629547095766,1.0000000346621443,37939.08656342581,4,51.62280082702637,50.0,53.245601654052734,1253429.835946588
147,127.85553181623392,1.0019954830369397,14955.18476434281,1,19.142149925231934,10.0,30.0,181078.38928672735
148,290.2081659975533,1.0053067304365457,38088.75285889677,4,52.163734436035156,50.0,53.245601654052734,2524882.0069226823
149,131.12447887636637,1.0606853815007566,14927.0640680546,1,14.217299938201904,10.0,18.58489990234375,113006.88944178144
150,356.11219261267433,1.0067088414030596,14879.651031981968,1,38.25142526626587,18.284299850463867,70.0,2589901.3395880777
151,156.619037896906,1.1074638378811432,14051.659445553656,1,23.02775001525879,10.0,62.111000061035156,571754.505367995
152,952.4636214969352,1.049109787066618,38378.96102489432,4,58.136813163757324,46.56850051879883,70.0,10497896.5081128
153,143.7465213657373,1.0064269625950222,14210.493726386188,1,20.0,10.0,50.0,300778.48516957177
154,591.2055893698889,1.0559362586784085,39331.424646391264,4,54.19998016357422,50.0,62.111000061035156,5154334.098009847
155,52.640994452529995,0.9999999891129571,39922.63023576115,4,62.111000061035156,62.111000061035156,62.111000061035156,637985.7910088158
156,89.79959839195493,1.0763903186277466,13975.201390460074,1,11.0,10.0,14.0,35303.77837636713
157,114.87874442926876,1.0591379969120076,14719.074861619889,1,18.637324810028076,10.0,36.26499938964844,169685.78678687452
158,184.63102724358077,1.1819790859119874,13927.825914096791,1,25.615524291992188,10.0,72.46209716796875,832520.3491729712
159,114.01416896030409,1.2085477493941095,14048.832424762117,1,17.071074962615967,10.0,30.0,114763.50692556742
160,236.0381232918794,1.0641420426895642,13856.531579707624,1,36.502800941467285,10.0,79.44270324707031,2002525.9810601722
161,216.27421042275216,1.1298655699211468,13836.939030881273,1,31.960549354553223,10.0,73.12079620361328,1428485.344026188
162,174.01438001451078,1.078155133413703,14333.605688276437,1,21.427674770355225,10.0,47.42639923095703,460039.28172571014
163,171.0195325948822,1.190143888254345,13529.856672396127,1,26.794925212860107,10.0,48.89540100097656,553189.9576680812
164,111.915082254503,1.11915082254503,13749.039752333081,1,17.071074962615967,10.0,30.0,107360.38833833397
165,175.90151329983968,1.1392864735636268,13518.289184797417,1,26.04092502593994,10.0,57.59510040283203,671356.8003619368
166,260.5261437637223,1.0622273122680124,1557.1211289903888,1,57.80150032043457,30.0,101.20600128173828,2710542.524546617
167,152.62838959001937,1.0155065424082306,57304.393312584754,1,25.408066431681316,10.0,47.93989944458008,475209.3019059753
168,127.36523349170474,1.0983674044173042,55803.53676167581,1,34.6007334391276,30.0,43.80220031738281,484108.8621142561
169,128.00704908977121,1.0220509670292015,55559.679860740274,1,31.794300079345703,30.0,35.38290023803711,412131.46881892066
170,177.7061650887455,1.1193909457438875,55053.9539388837,1,47.616766611735024,30.0,66.28179931640625,1488506.4257986457
171,153.65694802177558,1.014441932476367,54750.04864277784,1,27.806999842325848,10.0,55.13669967651367,626324.383174185
172,168.3936230534147,1.0790030325563724,54192.27842513759,1,40.70366668701172,30.0,62.111000061035156,809607.2367466697
173,156.34675599611887,1.0009075857753598,50882.37142379307,1,27.370333353678387,10.0,62.111000061035156,622945.1946632481
174,48.606806531174804,0.9999999757736522,44333.235738651805,2,73.5015983581543,66.60070037841797,80.40249633789062,827398.5506638683
175,106.94844461124151,1.0000000379573903,44381.84254518298,1,50.66105079650879,34.72140121459961,66.60070037841797,890783.5856981183
176,158.50086695374185,1.0033235266138953,44215.04205691344,1,42.63823382059733,10.0,99.63040161132812,1665839.4301075872
177,212.0769264805104,1.0766574615669595,44212.60115019549,1,70.0,50.0,90.0,3560893.488425064
178,197.22597111618785,1.0073170833702596,44113.54442223652,1,70.16420110066731,50.0,107.24700164794922,3383361.6949267546
179,164.60061227727675,1.015453177409393,39975.27123021368,1,42.27746709187826,30.0,62.111000061035156,1053761.3888096295
180,120.13167464050346,1.0110337233524074,38378.96102489432,1,27.176633834838867,10.0,53.245601654052734,447347.6377902936
181,108.60022573334675,1.014911092721278,37068.360745409365,1,26.09476661682129,10.0,50.0,360721.6865836149
182,130.2646615193176,1.0565859547659504,36057.89170212424,1,27.176633834838867,10.0,53.245601654052734,460722.3236131509
183,131.47051708013345,1.0148180455333995,33168.913634458186,1,24.9509334564209,10.0,46.56850051879883,380745.53727556625
184,107.92066369357322,1.0324609798653968,32900.12687188883,1,24.9509334564209,10.0,46.56850051879883,298021.1646196709
185,110.74638375981512,1.0282543906755701,32842.83852227191,1,24.9509334564209,10.0,46.56850051879883,307947.17170539044
186,100.40900681930492,1.0056331356387254,17884.291807593974,1,14.930999755859375,10.0,24.792999267578125,77180.62985980517
187,82.07518105390324,1.0064704586230304,18814.808105708045,1,15.522866566975912,10.0,18.284299850463867,72207.36116369176
188,151.6515138991168,1.1700168928098955,18307.061019706205,1,31.573800404866535,30.0,34.72140121459961,499806.79190249566
189,133.58079007108347,1.129634737431546,21138.9385691919,1,29.186065673828125,10.0,67.55819702148438,597673.6386914129
190,10907.100193579408,1.0632974023907393,39975.27123021368,4,57.007710741711904,34.72140121459961,97.70330047607422,121373028.15288356
191,74.29440007127471,1.018885816641456,18151.719126340886,1,14.939299901326498,10.0,18.284299850463867,62124.17461377563
192,139.5479048944571,1.0234452412232067,20160.165101910603,1,29.297566731770832,10.0,67.8927001953125,636708.8957169871
193,193.58826134310516,1.0159991875996162,17828.657741969524,1,41.08723386128744,10.0,94.97740173339844,1938304.551075892
