node_id,type,distance_to_root
525,branch,52589.61126537218
526,slab,52638.804760877174
527,branch,52704.804760877174
528,slab,52726.804760877174
529,slab,52764.90987864369
530,slab,52786.90987864369
531,slab,52825.0149964102
532,slab,52847.0149964102
533,slab,52885.120114176716
534,slab,52916.23281254892
535,slab,52947.34551092113
536,slab,52978.458209293334
537,slab,53016.56332705985
538,slab,53038.56332705985
539,slab,53060.56332705985
540,slab,53091.676025432054
541,end,53113.676025432054
542,slab,16436.584211806345
543,slab,16548.762641105386
544,slab,16597.95613661038
545,slab,16707.95613661038
546,slab,16806.34312762037
547,slab,16963.454553048312
548,slab,17064.27121833734
549,branch,17119.27121833734
550,slab,17262.27121833734
551,slab,17360.65820934733
552,slab,17459.04520035732
553,slab,17508.238695862314
554,slab,17557.43219136731
555,slab,17627.002299891014
556,slab,17720.34039500764
557,slab,17821.157060296668
558,slab,17921.973725585696
559,slab,18012.682049349285
560,slab,18161.89330897804
561,slab,18311.104568606796
562,slab,18355.104568606796
563,slab,18386.217266979005
564,slab,18408.217266979005
565,slab,18470.44266372342
566,slab,18519.636159228416
567,slab,18568.82965473341
568,slab,18622.71842907464
569,slab,18723.53509436367
570,slab,18805.851556872698
571,slab,18855.045052377693
572,slab,18904.238547882687
573,slab,19016.41697718173
574,slab,19107.125300945318
575,slab,19161.014075286548
576,slab,19281.513037937686
577,slab,19372.221361701275
578,slab,19462.929685464864
579,slab,19535.89543085268
580,slab,19585.088926357676
581,slab,19616.201624729885
582,slab,19665.39512023488
583,slab,19709.39512023488
584,slab,19731.39512023488
585,slab,19775.39512023488
586,slab,19866.10344399847
587,slab,19948.419906507497
588,slab,20021.385651895314
589,slab,20112.093975658903
590,slab,20200.093975658903
591,slab,20249.287471163898
592,slab,20403.287471163898
593,slab,20515.46590046294
594,branch,20679.2149080941
595,branch,20718.568831034045
596,branch,20786.78474543357
597,branch,20897.11510535568
598,branch,20907.345572660783
599,slab,21039.691438052494
600,slab,21154.00679135204
601,branch,21223.808100605893
602,end,21295.99616959795
603,branch,49389.53162004139
604,slab,49611.91039531166
605,branch,49763.98072187185
606,branch,50009.60510450746
607,slab,50102.94319962408
608,branch,50193.00925958487
609,branch,50251.7265762969
610,branch,50370.20020205386
611,branch,50401.31290042606
612,slab,50494.65099554269
613,branch,50597.84014225881
614,branch,50652.78255387643
615,branch,50787.130271457936
616,branch,50849.355668202355
617,branch,51027.59673598261
618,branch,51134.77723557767
619,branch,51245.01650376698
620,branch,51330.886096032904
621,branch,51387.71260489565
622,slab,51443.95463697156
623,branch,51506.95115971849
624,branch,51567.27236507535
625,branch,51639.96626419598
626,slab,51689.60429618115
627,branch,51762.45127408649
628,branch,51823.78815891072
629,branch,51860.086829936765
630,slab,51938.21940308655
631,slab,51960.21940308655
632,slab,51982.21940308655
633,branch,52020.324520853064
634,slab,52051.43721922527
635,branch,52105.3259935665
636,slab,52143.43111133301
637,branch,52205.65650807743
638,branch,52292.48305324981
639,slab,52424.37079449334
640,branch,52504.35875941625
641,branch,52570.6132200795
642,branch,52635.131195414964
643,slab,52722.30917428578
644,slab,52776.19794862701
645,branch,52828.146534625055
646,slab,52883.179757201935
647,slab,52914.29245557414
648,slab,52936.29245557414
649,slab,52958.29245557414
650,slab,52989.40515394635
651,slab,53020.51785231855
652,slab,53051.63055069076
653,slab,53082.743249062965
654,slab,53113.85594743517
655,slab,53144.96864580738
656,slab,53176.08134417958
657,slab,53207.19404255179
658,slab,53229.19404255179
659,slab,53267.2991603183
660,slab,53305.40427808482
661,end,53327.40427808482
662,slab,17798.57481276339
663,slab,17836.679930529903
664,slab,17874.785048296417
665,slab,17982.562596978878
666,slab,18026.562596978878
667,slab,18057.675295351088
668,slab,18111.56406969232
669,slab,18155.56406969232
670,slab,18177.56406969232
671,slab,18199.56406969232
672,slab,18221.56406969232
673,slab,18265.56406969232
674,slab,18303.669187458832
675,slab,18347.669187458832
676,slab,18396.862682963827
677,slab,18440.862682963827
678,slab,18510.432791487532
679,slab,18624.748144787078
680,slab,18668.748144787078
681,slab,18717.941640292072
682,slab,18749.054338664282
683,slab,18798.247834169277
684,slab,18842.247834169277
685,slab,18873.360532541486
686,slab,18895.360532541486
687,slab,18917.360532541486
688,slab,18948.473230913696
689,slab,18997.66672641869
690,slab,19046.860221923685
691,slab,19096.05371742868
692,slab,19145.247212933675
693,slab,19194.44070843867
694,slab,19243.634203943664
695,slab,19305.85960068808
696,slab,19368.084997432496
697,slab,19417.27849293749
698,slab,19527.27849293749
699,slab,19724.052474957472
700,branch,19868.283108948453
701,branch,19943.839791939114
702,branch,19954.178737208887
703,branch,20002.555747827988
704,branch,20078.78818535936
705,branch,20124.30138700219
706,branch,20190.392990102595
707,slab,20345.05980121968
708,end,20414.629909743384
709,slab,51302.93100017924
710,branch,51368.93100017924
711,branch,51422.81977452047
712,slab,51488.81977452047
713,slab,51554.81977452047
714,slab,51598.81977452047
715,branch,51661.04517126489
716,branch,51683.08663964332
717,slab,51730.615312734175
718,branch,51768.72043050069
719,slab,51812.72043050069
720,slab,51861.91392600568
721,branch,51955.25202112231
722,branch,52009.69924327367
723,branch,52179.64104719661
724,slab,52289.14528299633
725,slab,52355.14528299633
726,branch,52536.56193052351
727,branch,52663.896136454205
728,slab,52710.565184012514
729,branch,52806.46096077041
730,slab,52850.46096077041
731,slab,52916.46096077041
732,slab,52954.566078536925
733,slab,52998.566078536925
734,branch,53064.566078536925
735,slab,53155.274402300514
736,branch,53243.274402300514
737,slab,53305.499799044934
738,branch,53367.90051520775
739,slab,53432.72053166781
740,branch,53474.79565191061
741,slab,53500.25600944828
742,slab,53522.25600944828
743,slab,53566.25600944828
744,slab,53615.44950495328
745,slab,53637.44950495328
746,slab,53659.44950495328
747,slab,53690.562203325484
748,slab,53712.562203325484
749,slab,53743.67490169769
750,slab,53781.780019464204
751,slab,53819.88513723072
752,slab,53857.99025499723
753,end,53896.095372763746
754,branch,50194.606094122006
755,branch,50255.83621152655
756,branch,50455.18862718221
757,slab,50558.979357892626
758,branch,50711.19153916016
759,slab,50898.005244830325
760,slab,50998.82191011935
761,slab,51048.01540562435
762,slab,51130.33186813338
763,slab,51179.52536363837
764,slab,51255.7355991714
765,slab,51321.7355991714
766,branch,51391.0761897393
767,branch,51412.444068677214
768,branch,51473.03133015735
769,branch,51508.339845471106
770,branch,51532.38733755678
771,branch,51616.12974721785
772,slab,51751.5403384058
773,branch,51830.86246646601
774,slab,51900.43257498971
775,slab,51931.54527336192
776,slab,51962.65797173412
777,slab,52000.76308950064
778,slab,52022.76308950064
779,branch,52053.87578787284
780,slab,52075.87578787284
781,slab,52097.87578787284
782,slab,52128.98848624505
783,slab,52160.101184617255
784,slab,52182.101184617255
785,slab,52220.20630238377
786,slab,52258.31142015028
787,slab,52280.31142015028
788,slab,52318.4165379168
789,slab,52349.529236289
790,slab,52387.63435405552
791,slab,52409.63435405552
792,slab,52431.63435405552
793,slab,52462.74705242772
794,slab,52484.74705242772
795,end,52506.74705242772
796,branch,50559.159063997366
797,branch,50660.57405302759
798,branch,50768.48160768815
799,branch,50864.32165551203
800,branch,50905.67144391849
801,branch,50962.82912056826
802,branch,51045.447154747075
803,slab,51111.447154747075
804,branch,51177.447154747075
805,slab,51231.3359290883
806,branch,51381.19470114617
807,branch,51527.95290337713
808,slab,51579.54747673519
809,slab,51628.740972240186
810,slab,51666.8460900067
811,branch,51716.039585511695
812,branch,51778.264982256114
813,slab,51874.16075901401
814,slab,51977.34990573013
815,slab,52089.52833502917
816,slab,52143.4171093704
817,slab,52165.4171093704
818,slab,52187.4171093704
819,slab,52209.4171093704
820,slab,52231.4171093704
821,slab,52253.4171093704
822,slab,52284.529807742605
823,branch,52325.67433199265
824,slab,52376.99993172868
825,slab,52408.112630100884
826,slab,52446.2177478674
827,slab,52468.2177478674
828,slab,52499.330446239604
829,slab,52530.44314461181
830,slab,52552.44314461181
831,slab,52574.44314461181
832,slab,52596.44314461181
833,slab,52618.44314461181
834,slab,52649.55584298402
835,slab,52687.66096075053
836,end,52725.766078517045
837,slab,51021.04587705261
838,slab,51043.04587705261
839,slab,51074.158575424815
840,slab,51096.158575424815
841,slab,51118.158575424815
842,slab,51156.26369319133
843,slab,51187.376391563535
844,branch,51213.964711390494
845,branch,51255.84550951112
846,slab,51286.95820788333
847,slab,51318.07090625553
848,slab,51362.07090625553
849,slab,51480.54453201249
850,slab,51518.64964977901
851,branch,51540.64964977901
852,slab,51667.030028002846
853,branch,51733.030028002846
854,branch,51774.77147548928
855,branch,51795.32628028037
856,branch,51831.075657545625
857,slab,51867.67461590791
858,branch,51926.70768397796
859,slab,51966.0616069179
860,branch,52088.26059488014
861,branch,52098.47924371434
862,branch,52105.9517141446
863,branch,52228.6331244696
864,slab,52338.6331244696
865,slab,52420.949586978626
866,branch,52557.00459596161
867,branch,52578.36116880871
868,branch,52633.73086983734
869,branch,52688.7033786278
870,slab,52761.90358889027
871,slab,52793.01628726248
872,slab,52824.128985634685
873,slab,52846.128985634685
874,slab,52868.128985634685
875,slab,52890.128985634685
876,slab,52912.128985634685
877,end,52950.2341034012
878,branch,50166.7165299354
879,branch,50307.0567738561
880,branch,50352.42846711819
881,slab,50424.46169894614
882,branch,50583.23362373831
883,slab,50671.339542997244
884,branch,50764.67763811387
885,branch,50845.053057053155
886,branch,50900.62976363259
887,branch,50922.66301534328
888,branch,51071.87427497203
889,slab,51254.61999995623
890,slab,51382.90094164282
891,slab,51497.21629494237
892,branch,51551.1050692836
893,slab,51617.1050692836
894,slab,51655.210187050114
895,branch,51698.64760477333
896,slab,51762.987800770556
897,branch,51828.987800770556
898,slab,51919.696124534144
899,branch,51985.696124534144
900,slab,52034.88962003914
901,slab,52078.88962003914
902,slab,52110.002318411345
903,slab,52141.11501678355
904,slab,52163.11501678355
905,slab,52185.11501678355
906,slab,52223.220134550065
907,slab,52285.445531294485
908,branch,52316.55822966669
909,slab,52338.55822966669
910,slab,52376.663347433205
911,slab,52407.77604580541
912,slab,52445.881163571925
913,slab,52467.881163571925
914,slab,52489.881163571925
915,slab,52520.99386194413
916,end,52559.098979710645
917,branch,50805.367245959846
918,branch,50948.5632365482
919,branch,51083.0236443169
920,branch,51276.8038657522
921,branch,51337.12019206076
922,branch,51432.27737742745
923,branch,51510.577174898426
924,branch,51541.04360622547
925,branch,51649.938050528195
926,branch,51816.034408104155
927,branch,51901.38231559548
928,branch,52010.46424081365
929,slab,52158.37269804727
930,slab,52254.26847480517
931,branch,52303.665753415145
932,slab,52418.740972197564
933,branch,52480.30729759655
934,branch,52517.9700901109
935,slab,52633.88626672734
936,slab,52683.07976223234
937,slab,52705.07976223234
938,slab,52727.07976223234
939,slab,52789.30515897676
940,slab,52843.19393331798
941,slab,52887.19393331798
942,slab,52941.08270765921
943,slab,52985.08270765921
944,slab,53016.19540603142
945,slab,53047.30810440362
946,slab,53096.50159990862
947,slab,53127.61429828082
948,slab,53149.61429828082
949,end,53215.61429828082
950,branch,50752.91404626516
951,branch,50882.14070367385
952,slab,51010.421645360446
953,slab,51108.808636370435
954,slab,51196.808636370435
955,slab,51279.12509887946
956,slab,51348.695207403165
957,branch,51392.695207403165
958,slab,51483.403531166754
959,branch,51593.403531166754
960,branch,51655.62892791117
961,branch,51687.064895214906
962,branch,51729.41256940218
963,slab,51760.525267774385
964,slab,51798.6303855409
965,slab,51829.743083913105
966,branch,51878.9365794181
967,slab,51944.9365794181
968,slab,51983.04169718461
969,slab,52021.14681495113
970,slab,52075.035589292354
971,slab,52097.035589292354
972,slab,52135.14070705887
973,slab,52173.24582482538
974,slab,52211.3509425919
975,slab,52233.3509425919
976,slab,52271.45606035841
977,slab,52320.649555863405
978,slab,52342.649555863405
979,slab,52380.75467362992
980,slab,52402.75467362992
981,slab,52424.75467362992
982,end,52455.867372002125
983,branch,50511.06893527738
984,slab,50577.06893527738
985,branch,50640.2591243893
986,branch,50749.721316790354
987,branch,50821.65657306378
988,branch,50832.02815398013
989,slab,50914.34461648916
990,slab,51005.052940252746
991,slab,51095.761264016335
992,slab,51189.09935913296
993,branch,51255.09935913296
994,slab,51299.09935913296
995,slab,51337.204476899475
996,slab,51413.4147124325
997,slab,51462.6082079375
998,slab,51484.6082079375
999,slab,51506.6082079375
1000,slab,51528.6082079375
1001,slab,51550.6082079375
1002,slab,51572.6082079375
1003,slab,51594.6082079375
1004,slab,51616.6082079375
1005,slab,51665.80170344249
1006,slab,51719.69047778372
1007,slab,51750.803176155925
1008,slab,51781.91587452813
1009,slab,51803.91587452813
1010,slab,51825.91587452813
1011,slab,51857.02857290034
1012,slab,51895.13369066685
1013,slab,51926.24638903906
1014,slab,51948.24638903906
1015,end,51986.35150680557
1016,branch,50149.18799399431
1017,slab,50291.764289359286
1018,branch,50346.764289359286
1019,branch,50401.764289359286
1020,branch,50448.433336917595
1021,slab,50537.797759368594
1022,branch,50682.21659606625
1023,branch,50697.704373510176
1024,slab,50862.15157605359
1025,branch,50949.40981348709
1026,slab,51056.58257121964
1027,branch,51159.77171793576
1028,branch,51244.37518917052
1029,branch,51308.475553599834
1030,branch,51362.9227757512
1031,branch,51380.10772329338
1032,branch,51457.16016485503
1033,slab,51489.41265022674
1034,slab,51511.41265022674
1035,slab,51549.51776799325
1036,slab,51587.62288575977
1037,slab,51649.84828250419
1038,slab,51715.84828250419
1039,slab,51792.058518037215
1040,slab,51830.16363580373
1041,slab,51861.276334175935
1042,slab,51899.38145194245
1043,slab,51937.48656970896
1044,slab,51968.59926808117
1045,slab,52006.70438584768
1046,slab,52044.8095036142
1047,end,52075.9222019864
1048,branch,51041.7232717617
1049,slab,51105.19647017767
1050,branch,51183.535477064404
1051,branch,51296.588561940494
1052,slab,51394.975552950484
1053,branch,51491.16364547351
1054,branch,51535.84429095586
1055,branch,51597.205843078715
1056,branch,51702.50039756244
1057,branch,51727.96075510012
1058,branch,51766.06587286663
1059,slab,51845.34196356204
1060,slab,51933.34196356204
1061,branch,51999.34196356204
1062,branch,52065.007784199566
1063,slab,52148.649878864875
1064,branch,52235.25184912391
1065,branch,52323.27462189779
1066,branch,52347.10299265808
1067,branch,52385.60299265808
1068,slab,52413.10299265808
1069,slab,52462.296488163076
