id,name,n_nodes,n_edges,mean_degree,n_leafs,n_branch_nodes,is_tree,mean_root_hops,max_root_hops,max_betweenness,mean_betweenness,strahler_max,strahler_mean
1734350788,DA1_lPN_R,4465,4464,1.999552071668533,619,599,True,170.52676371780515,464,0.6521505577118756,0.02584330979515866,6,1.7599104143337065
1734350908,DA1_lPN_R,4847,4846,1.999587373633175,762,735,True,201.87476789766865,476,0.5856775049225111,0.023445911271932077,6,1.8266969259335673
722817260,DA1_lPN_R,4332,4331,1.9995383194829177,657,633,True,313.7045244690674,399,0.641311923332674,0.024976189155677512,6,1.8224838411819022
