n_nodes,n_branches,n_leafs,cable_length,branch_density,leaf_branch_ratio,strahler_max,strahler_mean,strahler_median
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
824.2,17.0,24.6,1929.052734375,0.0165297030623646,1.834013605442177,2.8,1.318935298577147,1.2
462.46480947202895,18.152134860671346,17.140595088852663,949.7155151367188,0.027277743083018984,0.5365661082162001,0.8366600265340756,0.2725466938909875,0.4472135954999579
255.0,6.0,14.0,751.2559814453125,0.0027778041512438404,1.1224489795918366,2.0,1.1016216216216217,1.0
611.0,7.0,16.0,1248.6845703125,0.0030348718118074634,1.4285714285714286,2.0,1.1598414795244385,1.0
816.0,9.0,18.0,2159.9794921875,0.0044041481816453065,2.0,3.0,1.2683823529411764,1.0
925.0,14.0,20.0,2306.5224609375,0.007207584856876729,2.2857142857142856,3.0,1.2765957446808511,1.0
1514.0,49.0,55.0,3178.8212890625,0.06522410631024965,2.3333333333333335,4.0,1.7882352941176471,2.0
